trial,model,task,latency,temperature,id,result,quality,accuracy,variance,consensus,effectiveness,elapsed,strategy,created
Trial_678 3,mixtral:8x22b,classify a short statement into a category of fakeness,449.0,0.6,Item_9,'Health care reform legislation is likely to mandate free sex change surgeries.' is labeled as 'false'.,0.8632441026,0.0,1.5441382857214837e-12,0.9999988264446544,0.2499997066111636,7m 26s,RANDOM,2025-07-11 14:48:21
Trial_678 3,claude-3-7-sonnet-20250219,classify a short statement into a category of fakeness,5.0,0.7,Item_8,'Health care reform legislation is likely to mandate free sex change surgeries.' is labeled as 'false'.,0.8632440991,0.0,2.9849038374291773e-13,0.9999994840285726,0.24999987100714316,7m 26s,RANDOM,2025-07-11 14:48:21
Trial_678 3,llama3.3:latest,classify a short statement into a category of fakeness,253.0,0.6,Item_2,'Health care reform legislation is likely to mandate free sex change surgeries.' is labeled as 'false'.,0.8632441073,0.0,1.4830225274869084e-16,0.999999988499033,0.24999999712475826,7m 26s,RANDOM,2025-07-11 14:48:21
Trial_678 3,firefunction-v2,classify a short statement into a category of fakeness,255.0,0.6,Item_0,Health care reform legislation is likely to mandate free sex change surgeries. is labeled as false.,0.8632440924,0.0,1.0458777676451756e-16,0.9999999903416944,0.2499999975854236,7m 26s,RANDOM,2025-07-11 14:48:21
Trial_678 3,o3-mini,classify a short statement into a category of fakeness,22.0,1.0,Item_1,'Health care reform legislation is likely to mandate free sex change surgeries.' is labeled as 'false'.,0.863244105,0.0,2.0940666451678527e-16,0.9999999863335496,0.2499999965833874,7m 26s,RANDOM,2025-07-11 14:48:21
Trial_678 3,gemini-2.0-flash,classify a short statement into a category of fakeness,3.0,0.6,Item_3,'Health care reform legislation is likely to mandate free sex change surgeries.' is labeled as 'false'.,0.8632440978,0.0,4.134767906759239e-16,0.9999999807962496,0.2499999951990624,7m 26s,RANDOM,2025-07-11 14:48:21
Trial_678 4,claude-3-5-sonnet-latest,classify a short statement into a category of fakeness,6.0,0.7,Item_0,'The economic turnaround started at the end of my term.' is labeled as 'barely-true'.,1.1940340137,0.0,5.937214924073989,0.4907228473013588,0.1226807118253397,6m,RANDOM,2025-07-11 14:55:50
Trial_678 4,llama3.3:latest,classify a short statement into a category of fakeness,341.0,0.6,Item_9,'The economic turnaround started at the end of my term.' is labeled as 'false'.,1.6074243077,0.0,4.958683259871144,0.5345789816196016,0.1336447454049004,6m,RANDOM,2025-07-11 14:55:50
Trial_678 4,llama3.1:70b,classify a short statement into a category of fakeness,358.0,0.6,Item_2,'The economic turnaround started at the end of my term.' is labeled as 'false'.,2.3002933923,0.0,3.8853946382219458,0.5880159750142326,0.14700399375355816,6m,RANDOM,2025-07-11 14:55:50
Trial_678 4,mixtral:8x22b,classify a short statement into a category of fakeness,79.0,0.6,Item_7, 'The economic turnaround started at the end of my term.' is labeled as 'barely-true'.,2.1734513105,0.0,0.1222293203098914,0.92692808209264,0.23173202052316,6m,RANDOM,2025-07-11 14:55:50
Trial_678 4,claude-3-7-sonnet-20250219,classify a short statement into a category of fakeness,6.0,0.7,Item_8,'The economic turnaround started at the end of my term.' is labeled as 'half-true'.,6.5269021592,1.0,0.1296835474396753,0.924732888609432,0.981183222152358,6m,RANDOM,2025-07-11 14:55:50
Trial_678 4,claude-3-7-sonnet-20250219,classify a short statement into a category of fakeness,6.0,0.7,Item_8,'The economic turnaround started at the end of my term.' is labeled as 'half-true'.,6.5269021592,1.0,0.0002198469301239,0.9969009897633764,0.9992252474408441,6m,RANDOM,2025-07-11 14:55:50
Trial_678 4,llama3.1:70b,classify a short statement into a category of fakeness,362.0,0.6,Item_2,'The economic turnaround started at the end of my term.' is labeled as 'false'.,2.3002933923,0.0,5.70460197620455,0.5007989593727233,0.12519973984318084,6m,RANDOM,2025-07-11 14:55:50
Trial_678 4,o1-mini,classify a short statement into a category of fakeness,24.0,1.0,Item_4,'The economic turnaround started at the end of my term.' is labeled as 'half-true'.,9.2279322629,1.0,9.015717828797746,0.3724288602269116,0.8431072150567279,6m,RANDOM,2025-07-11 14:55:50
Trial_678 4,o3-mini,classify a short statement into a category of fakeness,26.0,1.0,Item_1,'The economic turnaround started at the end of my term.' is labeled as 'mostly-true'.,4.5481888176,0.0,0.0349427596296493,0.9609301801831552,0.2402325450457888,6m,RANDOM,2025-07-11 14:55:50
Trial_678 4,claude-3-7-sonnet-20250219,classify a short statement into a category of fakeness,7.0,0.7,Item_8,'The economic turnaround started at the end of my term.' is labeled as 'half-true'.,6.5269021592,1.0,1.893290341532597,0.7124115648654301,0.9281028912163576,6m,RANDOM,2025-07-11 14:55:50
Trial_678 5,gemini-2.0-flash,classify a short statement into a category of fakeness,4.0,0.6,Item_2,'The Chicago Bears have had more starting quarterbacks in the last 10 years than the total number of tenured (UW) faculty fired during the last two decades.' is labeled as 'true'.,0.0,0.0,1.226134384557716e-21,0.99999999995583,0.2499999999889575,37s,RANDOM,2025-07-11 15:01:52
Trial_678 5,claude-3-5-sonnet-latest,classify a short statement into a category of fakeness,4.0,0.7,Item_5,'The Chicago Bears have had more starting quarterbacks in the last 10 years than the total number of tenured (UW) faculty fired during the last two decades.' is labeled as 'false'.,0.0001486753,0.0,0.0963148153877705,0.6085234770811239,0.15213086927028097,37s,RANDOM,2025-07-11 15:01:52
Trial_678 5,o4-mini,classify a short statement into a category of fakeness,36.0,1.0,Item_8,'The Chicago Bears have had more starting quarterbacks in the last 10 years than the total number of tenured (UW) faculty fired during the last two decades.' is labeled as 'true'.,0.0,0.0,1.0529898475624104e-05,0.9959067217673128,0.2489766804418282,37s,RANDOM,2025-07-11 15:01:52
Trial_678 5,claude-3-5-sonnet-latest,classify a short statement into a category of fakeness,5.0,0.7,Item_5,'The Chicago Bears have had more starting quarterbacks in the last 10 years than the total number of tenured (UW) faculty fired during the last two decades.' is labeled as 'false'.,0.0001486753,0.0,1.0529898475624104e-05,0.9959067217673128,0.2489766804418282,37s,RANDOM,2025-07-11 15:01:52
Trial_678 5,claude-3-5-sonnet-latest,classify a short statement into a category of fakeness,6.0,0.7,Item_5,'The Chicago Bears have had more starting quarterbacks in the last 10 years than the total number of tenured (UW) faculty fired during the last two decades.' is labeled as 'false'.,0.0001486753,0.0,0.000693285972522,0.9667864436300396,0.2416966109075099,37s,RANDOM,2025-07-11 15:01:52
Trial_678 5,gemini-2.0-flash,classify a short statement into a category of fakeness,3.0,0.6,Item_2,'The Chicago Bears have had more starting quarterbacks in the last 10 years than the total number of tenured (UW) faculty fired during the last two decades.' is labeled as 'true'.,0.0,0.0,0.021061007393926,0.8169377717597335,0.20423444293993337,37s,RANDOM,2025-07-11 15:01:52
Trial_678 5,claude-3-5-sonnet-latest,classify a short statement into a category of fakeness,4.0,0.7,Item_5,'The Chicago Bears have had more starting quarterbacks in the last 10 years than the total number of tenured (UW) faculty fired during the last two decades.' is labeled as 'false'.,0.0001486753,0.0,1.0529898475624104e-05,0.9959067217673128,0.2489766804418282,37s,RANDOM,2025-07-11 15:01:52
Trial_678 5,o4-mini,classify a short statement into a category of fakeness,33.0,1.0,Item_8,'The Chicago Bears have had more starting quarterbacks in the last 10 years than the total number of tenured (UW) faculty fired during the last two decades.' is labeled as 'true'.,0.0,0.0,1.0529898475624104e-05,0.9959067217673128,0.2489766804418282,37s,RANDOM,2025-07-11 15:01:52
Trial_678 5,claude-3-5-sonnet-latest,classify a short statement into a category of fakeness,7.0,0.7,Item_5,'The Chicago Bears have had more starting quarterbacks in the last 10 years than the total number of tenured (UW) faculty fired during the last two decades.' is labeled as 'false'.,0.0001486753,0.0,1.2261266094113597e-21,0.99999999995583,0.2499999999889575,37s,RANDOM,2025-07-11 15:01:52
Trial_678 6,gemini-2.0-flash,classify a short statement into a category of fakeness,2.0,0.6,Item_3,'Jim Dunnam has not lived in the district he represents for years now.' is labeled as 'false'.,0.7853475651,0.0,0.1812009988093811,0.9133858084150726,0.22834645210376814,45s,RANDOM,2025-07-11 15:02:32
Trial_678 6,llama3.3:latest,classify a short statement into a category of fakeness,33.0,0.6,Item_7,'Jim Dunnam has not lived in the district he represents for years now.' is labeled as 'true'.,0.3111938407,0.0,0.6552816820076388,0.8352889345538279,0.20882223363845698,45s,RANDOM,2025-07-11 15:02:32
Trial_678 6,gemini-2.0-flash,classify a short statement into a category of fakeness,3.0,0.6,Item_3,'Jim Dunnam has not lived in the district he represents for years now.' is labeled as 'false'.,0.7853475651,0.0,0.0308957562131594,0.964235004279312,0.241058751069828,45s,RANDOM,2025-07-11 15:02:32
Trial_678 6,o1-mini,classify a short statement into a category of fakeness,19.0,1.0,Item_6,'Jim Dunnam has not lived in the district he represents for years now.' is labeled as 'false'.,0.0087127576,0.0,0.1528790004070261,0.9204422156256152,0.2301105539064038,45s,RANDOM,2025-07-11 15:02:32
Trial_678 6,o4-mini,classify a short statement into a category of fakeness,37.0,1.0,Item_2,\'Jim Dunnam has not lived in the district he represents for years now.\' is labeled as \'false\'.,0.8217930608,0.0,0.0899880292698634,0.9389618821959624,0.2347404705489906,45s,RANDOM,2025-07-11 15:02:32
Trial_678 6,gpt-4o,classify a short statement into a category of fakeness,2.0,0.6,Item_4,'Jim Dunnam has not lived in the district he represents for years now.' is labeled as 'barely-true'.,4.9407393297,1.0,0.1710382768341308,0.915849748389323,0.9789624370973308,45s,RANDOM,2025-07-11 15:02:32
Trial_678 6,qwen2.5:32b,classify a short statement into a category of fakeness,44.0,0.45,Item_9,'Jim Dunnam has not lived in the district he represents for years now.' is labeled as 'false'.,2.0181310503,0.0,0.8880953771393144,0.8082485894678754,0.20206214736696884,45s,RANDOM,2025-07-11 15:02:32
Trial_678 6,claude-3-7-sonnet-20250219,classify a short statement into a category of fakeness,8.0,0.7,Item_5,'Jim Dunnam has not lived in the district he represents for years now.' is labeled as 'half-true'.,0.309054547,0.0,0.0618804081109882,0.9493842883605214,0.23734607209013034,45s,RANDOM,2025-07-11 15:02:32
Trial_678 6,gpt-4o,classify a short statement into a category of fakeness,2.0,0.6,Item_4,'Jim Dunnam has not lived in the district he represents for years now.' is labeled as 'barely-true'.,4.9407393297,1.0,0.3583015712612514,0.878203973794158,0.9695509934485396,45s,RANDOM,2025-07-11 15:02:32
Trial_678 6,gpt-4o,classify a short statement into a category of fakeness,2.0,0.6,Item_4,'Jim Dunnam has not lived in the district he represents for years now.' is labeled as 'barely-true'.,4.9407393297,1.0,0.0086158159907028,0.9811132613732192,0.9952783153433048,45s,RANDOM,2025-07-11 15:02:32
Trial_678 7,o4-mini,classify a short statement into a category of fakeness,25.0,1.0,Item_5,"'I'm the only person on this stage who has worked actively just last year passing, along with Russ Feingold, some of the toughest ethics reform since Watergate.' is labeled as 'false'.",0.4381673088,0.0,1.0994249221976522,0.7787562833642653,0.19468907084106632,51s,RANDOM,2025-07-11 15:03:19
Trial_678 7,claude-3-7-sonnet-20250219,classify a short statement into a category of fakeness,5.0,0.7,Item_4,"'I'm the only person on this stage who has worked actively just last year passing, along with Russ Feingold, some of the toughest ethics reform since Watergate.' is labeled as 'half-true'.",9.9079618337,1.0,2.7057030421602786,0.6529210925263489,0.9132302731315872,51s,RANDOM,2025-07-11 15:03:19
Trial_678 7,llama3.3:latest,classify a short statement into a category of fakeness,45.0,0.6,Item_7,"'I'm the only person on this stage who has worked actively just last year passing, along with Russ Feingold, some of the toughest ethics reform since Watergate.' is labeled as 'true'.",1.148277431,0.0,1.16914702370663,0.7718488191246979,0.19296220478117448,51s,RANDOM,2025-07-11 15:03:19
Trial_678 7,gpt-4o,classify a short statement into a category of fakeness,3.0,0.6,Item_6,"'I'm the only person on this stage who has worked actively just last year passing, along with Russ Feingold, some of the toughest ethics reform since Watergate.' is labeled as 'mostly-true'.",2.1497361714,0.0,0.6931830157668672,0.8243241298530766,0.20608103246326914,51s,RANDOM,2025-07-11 15:03:19
Trial_678 7,o3-mini,classify a short statement into a category of fakeness,26.0,1.0,Item_8,"'I'm the only person on this stage who has worked actively just last year passing, along with Russ Feingold, some of the toughest ethics reform since Watergate.' is labeled as 'false'.",2.6430075913,0.0,0.0030308279877576,0.988383673740126,0.2470959184350315,51s,RANDOM,2025-07-11 15:03:19
Trial_678 7,claude-3-5-sonnet-latest,classify a short statement into a category of fakeness,4.0,0.7,Item_9,"'I'm the only person on this stage who has worked actively just last year passing, along with Russ Feingold, some of the toughest ethics reform since Watergate.' is labeled as 'half-true'.",9.9381168902,1.0,0.0847373914285055,0.9385777527367944,0.9846444381841986,51s,RANDOM,2025-07-11 15:03:19
Trial_678 7,qwen2.5:32b,classify a short statement into a category of fakeness,34.0,0.45,Item_1,"'I'm the only person on this stage who has worked actively just last year passing, along with Russ Feingold, some of the toughest ethics reform since Watergate.' is labeled as 'mostly-true'.",4.5946969485,0.0,2.61672409909979e-06,0.9996586757663514,0.24991466894158784,51s,RANDOM,2025-07-11 15:03:19
Trial_678 7,claude-3-5-sonnet-latest,classify a short statement into a category of fakeness,4.0,0.7,Item_9,"'I'm the only person on this stage who has worked actively just last year passing, along with Russ Feingold, some of the toughest ethics reform since Watergate.' is labeled as 'half-true'.",9.9381168902,1.0,0.0155464411363588,0.973691041847258,0.9934227604618144,51s,RANDOM,2025-07-11 15:03:19
Trial_678 7,gemini-2.0-flash,classify a short statement into a category of fakeness,3.0,0.6,Item_3,"'I'm the only person on this stage who has worked actively just last year passing, along with Russ Feingold, some of the toughest ethics reform since Watergate.' is labeled as 'half-true'.",9.9977756857,1.0,0.0592587630371585,0.9486353364596086,0.9871588341149021,51s,RANDOM,2025-07-11 15:03:19
Trial_678 7,o4-mini,classify a short statement into a category of fakeness,34.0,1.0,Item_5,"'I'm the only person on this stage who has worked actively just last year passing, along with Russ Feingold, some of the toughest ethics reform since Watergate.' is labeled as 'false'.",0.4381673088,0.0,0.0088263135156082,0.9801766142729602,0.24504415356824005,51s,RANDOM,2025-07-11 15:03:19
Trial_678 8,claude-3-7-sonnet-20250219,classify a short statement into a category of fakeness,7.0,0.7,Item_7,"""However, it took $19.5 million in Oregon Lottery funds for the Port of Newport to eventually land the new NOAA Marine Operations Center-Pacific."" is labeled as 'true'.",0.6833086206,0.0,0.0051956390803169,0.931392977332361,0.23284824433309026,7m 41s,RANDOM,2025-07-11 15:04:13
Trial_678 8,o1-mini,classify a short statement into a category of fakeness,41.0,1.0,Item_1,"'However, it took $19.5 million in Oregon Lottery funds for the Port of Newport to eventually land the new NOAA Marine Operations Center-Pacific.' is labeled as 'true'.",0.0017655758,0.0,0.0045402311306847,0.9358660385538689,0.2339665096384672,7m 41s,RANDOM,2025-07-11 15:04:13
Trial_678 8,llama3.1:70b,classify a short statement into a category of fakeness,464.0,0.6,Item_5,"'However, it took $19.5 million in Oregon Lottery funds for the Port of Newport to eventually land the new NOAA Marine Operations Center-Pacific.' is labeled as 'true'.",0.3055262207,0.0,0.1416140187936328,0.6418192767245536,0.1604548191811384,7m 41s,RANDOM,2025-07-11 15:04:13
Trial_678 8,gemini-2.0-flash,classify a short statement into a category of fakeness,2.0,0.6,Item_9,"'However, it took $19.5 million in Oregon Lottery funds for the Port of Newport to eventually land the new NOAA Marine Operations Center-Pacific.' is labeled as 'true'.",0.0015918736,0.0,8.545739095191779e-05,0.9912011908036996,0.2478002977009249,7m 41s,RANDOM,2025-07-11 15:04:13
Trial_678 8,mixtral:8x22b,classify a short statement into a category of fakeness,190.0,0.6,Item_0,"'However, it took $19.5 million in Oregon Lottery funds for the Port of Newport to eventually land the new NOAA Marine Operations Center-Pacific.' is labeled as 'mostly-true'.",0.1576133564,0.0,4.740954233037196e-07,0.9993446369274596,0.2498361592318649,7m 41s,RANDOM,2025-07-11 15:04:13
Trial_678 8,qwen2.5:32b,classify a short statement into a category of fakeness,252.0,0.45,Item_3,"'However, it took $19.5 million in Oregon Lottery funds for the Port of Newport to eventually land the new NOAA Marine Operations Center-Pacific.' is labeled as 'mostly-true'.",0.1391288955,0.0,0.1692744677230013,0.6083980788544148,0.1520995197136037,7m 41s,RANDOM,2025-07-11 15:04:13
Trial_678 8,gemini-2.0-flash,classify a short statement into a category of fakeness,2.0,0.6,Item_9,"'However, it took $19.5 million in Oregon Lottery funds for the Port of Newport to eventually land the new NOAA Marine Operations Center-Pacific.' is labeled as 'true'.",0.0015918736,0.0,0.0153462822830305,0.8820899899113316,0.2205224974778329,7m 41s,RANDOM,2025-07-11 15:04:13
Trial_678 8,llama3.3:latest,classify a short statement into a category of fakeness,339.0,0.6,Item_6,"'However, it took $19.5 million in Oregon Lottery funds for the Port of Newport to eventually land the new NOAA Marine Operations Center-Pacific.' is labeled as 'true'.",1.0564347469,0.0,0.1483127205347922,0.6334457274748337,0.15836143186870844,7m 41s,RANDOM,2025-07-11 15:04:13
Trial_678 8,claude-3-5-sonnet-latest,classify a short statement into a category of fakeness,4.0,0.7,Item_8,"'However, it took $19.5 million in Oregon Lottery funds for the Port of Newport to eventually land the new NOAA Marine Operations Center-Pacific.' is labeled as 'true'.",0.0011184729,0.0,0.0055001162192764,0.9294113268632994,0.23235283171582485,7m 41s,RANDOM,2025-07-11 15:04:13
Trial_678 8,mixtral:8x22b,classify a short statement into a category of fakeness,192.0,0.6,Item_0,"'However, it took $19.5 million in Oregon Lottery funds for the Port of Newport to eventually land the new NOAA Marine Operations Center-Pacific.' is labeled as 'mostly-true'.",0.1576133564,0.0,0.1490548783081237,0.6325297520051674,0.15813243800129184,7m 41s,RANDOM,2025-07-11 15:04:13
Trial_678 9,o3-mini,classify a short statement into a category of fakeness,31.0,1.0,Item_0,'Says GOP primary opponents Glenn Grothman and Joe Leibham cast a compromise vote that cost $788 million in higher electricity costs.' is labeled as 'half-true'.,2.8657868981,0.0,0.0734803041192372,0.9072825545302322,0.22682063863255805,6m 46s,RANDOM,2025-07-11 15:11:56
Trial_678 9,claude-3-5-sonnet-latest,classify a short statement into a category of fakeness,6.0,0.7,Item_3,'Says GOP primary opponents Glenn Grothman and Joe Leibham cast a compromise vote that cost $788 million in higher electricity costs.' is labeled as 'false'.,1.8301593195,0.0,0.1770217863210821,0.8560905397100604,0.2140226349275151,6m 46s,RANDOM,2025-07-11 15:11:56
Trial_678 9,claude-3-7-sonnet-20250219,classify a short statement into a category of fakeness,12.0,0.7,Item_4,'Says GOP primary opponents Glenn Grothman and Joe Leibham cast a compromise vote that cost $788 million in higher electricity costs.' is labeled as 'half-true'.,0.131658252,0.0,1.4630087422373648e-05,0.9986917237855624,0.2496729309463906,6m 46s,RANDOM,2025-07-11 15:11:56
Trial_678 9,llama3.1:70b,classify a short statement into a category of fakeness,349.0,0.6,Item_9,'Says GOP primary opponents Glenn Grothman and Joe Leibham cast a compromise vote that cost $788 million in higher electricity costs.' is labeled as 'true'.,2.0285834993,0.0,4.6242881178129645e-05,0.9976740604280048,0.2494185151070012,6m 46s,RANDOM,2025-07-11 15:11:56
Trial_678 9,gpt-4o,classify a short statement into a category of fakeness,3.0,0.6,Item_5,'Says GOP primary opponents Glenn Grothman and Joe Leibham cast a compromise vote that cost $788 million in higher electricity costs.' is labeled as 'barely-true'.,0.0125312458,0.0,0.009458952420338,0.9667342357467,0.241683558936675,6m 46s,RANDOM,2025-07-11 15:11:56
Trial_678 9,claude-3-7-sonnet-20250219,classify a short statement into a category of fakeness,7.0,0.7,Item_4,'Says GOP primary opponents Glenn Grothman and Joe Leibham cast a compromise vote that cost $788 million in higher electricity costs.' is labeled as 'half-true'.,0.131658252,0.0,0.0108165213237592,0.964427057498368,0.241106764374592,6m 46s,RANDOM,2025-07-11 15:11:56
Trial_678 9,mixtral:8x22b,classify a short statement into a category of fakeness,138.0,0.6,Item_1,'Says GOP primary opponents Glenn Grothman and Joe Leibham cast a compromise vote that cost $788 million in higher electricity costs.' is labeled as 'barely-true'.,2.2528799854,0.0,0.1147464599851942,0.8841367695779798,0.22103419239449495,6m 46s,RANDOM,2025-07-11 15:11:56
Trial_678 9,o4-mini,classify a short statement into a category of fakeness,32.0,1.0,Item_8,'Says GOP primary opponents Glenn Grothman and Joe Leibham cast a compromise vote that cost $788 million in higher electricity costs.' is labeled as 'mostly-true'.,8.1904401828,1.0,1.0379589614621269e-05,0.9988980393756968,0.9997245098439242,6m 46s,RANDOM,2025-07-11 15:11:56
Trial_678 9,llama3.3:latest,classify a short statement into a category of fakeness,348.0,0.6,Item_2,'Says GOP primary opponents Glenn Grothman and Joe Leibham cast a compromise vote that cost $788 million in higher electricity costs.' is labeled as 'false'.,2.1108806278,0.0,1.199824683255818,0.6253421116002443,0.15633552790006108,6m 46s,RANDOM,2025-07-11 15:11:56
Trial_678 9,qwen2.5:32b,classify a short statement into a category of fakeness,409.0,0.45,Item_7,'Says GOP primary opponents Glenn Grothman and Joe Leibham cast a compromise vote that cost $788 million in higher electricity costs.' is labeled as 'half-true'.,0.1306298663,0.0,0.0449003028820996,0.9275229312823488,0.2318807328205872,6m 46s,RANDOM,2025-07-11 15:11:56
Trial_607 0,claude-3-5-sonnet-latest,classify a short statement into a category of fakeness,5.0,0.7,Item_7,'Says the Annies List political group supports third-trimester abortions on demand.' is labeled as 'false'.,0.0,0.0,1.232595164407831e-32,1.0,0.25,6m 5s,RANDOM,2025-07-11 15:19:09
Trial_607 0,o1-mini,classify a short statement into a category of fakeness,21.0,1.0,Item_6,'Says the Annies List political group supports third-trimester abortions on demand.' is labeled as 'false'.,0.0,0.0,0.1419318795492287,0.6352119513091627,0.1588029878272907,6m 5s,RANDOM,2025-07-11 15:19:09
Trial_607 0,firefunction-v2,classify a short statement into a category of fakeness,361.0,0.6,Item_2,Says the Annies List political group supports third-trimester abortions on demand. is labeled as false.,1.1551910963,0.0,1.1459055512102125e-07,0.9996722255962466,0.24991805639906164,6m 5s,RANDOM,2025-07-11 15:19:09
Trial_607 0,claude-3-5-sonnet-latest,classify a short statement into a category of fakeness,4.0,0.7,Item_7,'Says the Annies List political group supports third-trimester abortions on demand.' is labeled as 'false'.,0.0,0.0,0.1012204916600075,0.6919403301620551,0.17298508254051378,6m 5s,RANDOM,2025-07-11 15:19:09
Trial_607 0,firefunction-v2,classify a short statement into a category of fakeness,141.0,0.6,Item_2,Says the Annies List political group supports third-trimester abortions on demand. is labeled as false.,1.1551910963,0.0,0.4119737735668129,0.3785081910625926,0.09462704776564815,6m 5s,RANDOM,2025-07-11 15:19:09
Trial_607 0,qwen2.5:32b,classify a short statement into a category of fakeness,43.0,0.45,Item_0,'Says the Annies List political group supports third-trimester abortions on demand.' is labeled as 'false'.,0.5242521314,0.0,0.1012548953513478,0.6918879816246852,0.1729719954061713,6m 5s,RANDOM,2025-07-11 15:19:09
Trial_607 0,o4-mini,classify a short statement into a category of fakeness,32.0,1.0,Item_5,' Says the Annies List political group supports third-trimester abortions on demand. ' is labeled as ' false '.,0.0,0.0,2.3370533074338274e-07,0.9995319039959992,0.2498829759989998,6m 5s,RANDOM,2025-07-11 15:19:09
Trial_607 0,o4-mini,classify a short statement into a category of fakeness,39.0,1.0,Item_5,' Says the Annies List political group supports third-trimester abortions on demand. ' is labeled as ' false '.,0.0,0.0,0.1419318795492288,0.6352119513091625,0.15880298782729063,6m 5s,RANDOM,2025-07-11 15:19:09
Trial_607 0,llama3.3:latest,classify a short statement into a category of fakeness,256.0,0.6,Item_1,'Says the Annies List political group supports third-trimester abortions on demand.' is labeled as 'false'.,0.5244592479,0.0,4.016466529985049e-07,0.9993863472277827,0.2498465868069457,6m 5s,RANDOM,2025-07-11 15:19:09
Trial_607 0,firefunction-v2,classify a short statement into a category of fakeness,337.0,0.6,Item_2,Says the Annies List political group supports third-trimester abortions on demand. is labeled as false.,1.1551910963,0.0,0.1419318795492288,0.6352119513091625,0.15880298782729063,6m 5s,RANDOM,2025-07-11 15:19:09
Trial_607 1,o3-mini,classify a short statement into a category of fakeness,24.0,1.0,Item_5,'When did the decline of coal start? It started when natural gas took off that started to begin in (President George W.) Bushs administration.' is labeled as 'half-true'.,9.9448398441,1.0,3.996624817907011e-08,0.9999585291616052,0.9999896322904013,8m 31s,RANDOM,2025-07-11 15:25:16
Trial_607 1,claude-3-5-sonnet-latest,classify a short statement into a category of fakeness,4.0,0.7,Item_7,'When did the decline of coal start? It started when natural gas took off that started to begin in (President George W.) Bushs administration.' is labeled as 'half-true'.,9.9505087625,1.0,1.1504618872513916,0.7774988587820393,0.9443747146955098,8m 31s,RANDOM,2025-07-11 15:25:16
Trial_607 1,mixtral:8x22b,classify a short statement into a category of fakeness,155.0,0.6,Item_1, 'When did the decline of coal start? It started when natural gas took off that started to begin in (President George W.) Bushs administration.' is labeled as 'mostly-true'.,0.5061269387,0.0,1.3032281077994478e-10,0.9999976318656136,0.2499994079664034,8m 31s,RANDOM,2025-07-11 15:25:16
Trial_607 1,o1-mini,classify a short statement into a category of fakeness,24.0,1.0,Item_6,'When did the decline of coal start? It started when natural gas took off that started to begin in (President George W.) Bushs administration.' is labeled as 'half-true'.,9.9411591235,1.0,2.274642170657262,0.6871381074040814,0.9217845268510203,8m 31s,RANDOM,2025-07-11 15:25:16
Trial_607 1,o4-mini,classify a short statement into a category of fakeness,24.0,1.0,Item_8,'When did the decline of coal start? It started when natural gas took off that started to begin in (President George W.) Bushs administration.' is labeled as 'mostly-true'.,0.5060565443,0.0,6.695212435051818e-05,0.9983026230289244,0.2495756557572311,8m 31s,RANDOM,2025-07-11 15:25:16
Trial_607 1,llama3.3:latest,classify a short statement into a category of fakeness,447.0,0.6,Item_9,'When did the decline of coal start? It started when natural gas took off that started to begin in (President George W.) Bushs administration.' is labeled as 'mostly-true'.,0.5061909635,0.0,0.0289567771233405,0.964700281943775,0.24117507048594375,8m 31s,RANDOM,2025-07-11 15:25:16
Trial_607 1,o4-mini,classify a short statement into a category of fakeness,24.0,1.0,Item_8,'When did the decline of coal start? It started when natural gas took off that started to begin in (President George W.) Bushs administration.' is labeled as 'mostly-true'.,0.5060565443,0.0,0.2647069492875807,0.8932718955079528,0.2233179738769882,8m 31s,RANDOM,2025-07-11 15:25:16
Trial_607 1,firefunction-v2,classify a short statement into a category of fakeness,513.0,0.6,Item_0,'When did the decline of coal start? It started when natural gas took off that started to begin in (President George W.) Bushs administration.' is labeled as 'true'.,0.3129163603,0.0,12.551151107525682,0.2650836591274903,0.06627091478187258,8m 31s,RANDOM,2025-07-11 15:25:16
Trial_607 1,gemini-2.0-flash,classify a short statement into a category of fakeness,3.0,0.6,Item_3,' When did the decline of coal start? It started when natural gas took off that started to begin in (President George W.) Bushs administration.' is labeled as 'half-true'.,7.6952411135,1.0,9.653961267251325e-09,0.999979617901271,0.9999949044753178,8m 31s,RANDOM,2025-07-11 15:25:16
Trial_607 1,firefunction-v2,classify a short statement into a category of fakeness,460.0,0.6,Item_0,'When did the decline of coal start? It started when natural gas took off that started to begin in (President George W.) Bushs administration.' is labeled as 'true'.,0.3129163603,0.0,12.551151107525682,0.2650836591274903,0.06627091478187258,8m 31s,RANDOM,2025-07-11 15:25:16
Trial_607 2,claude-3-7-sonnet-20250219,classify a short statement into a category of fakeness,9.0,0.7,Item_0,"'Hillary Clinton agrees with John McCain ""by voting to give George Bush the benefit of the doubt on Iran.""' is labeled as 'half-true'.",0.0013614178,0.0,0.0207299494320121,0.9070551332326704,0.2267637833081676,8m 2s,RANDOM,2025-07-11 15:33:50
Trial_607 2,llama3.1:70b,classify a short statement into a category of fakeness,254.0,0.6,Item_2,"'Hillary Clinton agrees with John McCain ""by voting to give George Bush the benefit of the doubt on Iran.""' is labeled as 'false'.",0.7395416015,0.0,0.0159616439221953,0.9184422761174592,0.2296105690293648,8m 2s,RANDOM,2025-07-11 15:33:50
